ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
977,Nyishi,India,IND,Vulnerable,170000,27.5277,93.0981,"Arunachal Pradesh, Papum Pare, Lower Subansiri, Kurung Kumey and Upper Subansiri districts."
1898,Ngäbere (Panama),Panama,PAN,Vulnerable,169130,9.3395,-82.2428,"Bocas del Toro, Veraguas, Chiriquí provinces in western Panama"
1582,Kodagu,India,IND,Definitely endangered,166187,11.6952,75.9375,Karnataka
340,Corsican,"France, Italy","FRA, ITA",Definitely endangered,160000,42.0819,9.0307,Corsica (Corse); also spoken on Maddalena Island off the northeast coast of Sardinia and in many émigré communities
1253,Dzongkha,Bhutan,BTN,Vulnerable,160000,27.44,89.6731,"Western Bhutan, in Hâ, Chukha, D'agana, 'Wardi Phodr'a, Paro, Thimphu, Pünakha and Gâsa districts"
368,Kalmyk,Russian Federation,RUS,Definitely endangered,153602,46.2026,45.8239,"the Kalmyk Republic and the adjacent part of Astrakhan, Rostov, and Volgograd provinces and Stavropol’ Region"
1071,Lak,Russian Federation,RUS,Vulnerable,153373,42.0125,47.2521,parts of the Republic of Daghestan
332,Asturian-Leonese,"Spain, Portugal","ESP, PRT",Definitely endangered,150000,42.7954,-5.6689,"Asturias and northwestern Castile and León, Cantabria and Extremadura, Spain; and the municipalities of Miranda do Douro and Vimioso in north-eastern Portugal"
376,Latgalian,"Latvia, Russian Federation","LVA, RUS",Vulnerable,150000,56.1822,27.1362,eastern Latvia and cross-border areas in the Russian Federation; a regional language not recognized by the SIL
404,Provençal,France,FRA,Severely endangered,150000,43.5485,6.1083,"the departments of Alpes-Maritimes (except the eastern corner), Bouches-du-Rhône, Var, and Vaucluse, the southern parts of Alpes de Haute-Provence, and the eastern parts of Gard; the original joint ISO code [prv] for Alpine Provençal and Provençal has been retired on false grounds"
1174,Rabha,India,IND,Vulnerable,150000,25.9284,90.9777,"Assam, Goalpara, Kamrup and Darrang districts"
1996,Tamzabit,Algeria,DZA,Vulnerable,150000,32.4816,3.6694,"The M'zab Valley. Seven oases: Ghardaïa,  Beni-Isguen, El-Ateuf, Mélika, Bou Noura, Berrian, Guerrara.
"
1128,Sherpa,"China, India, Nepal","CHN, IND, NPL",Vulnerable,143693,27.739,86.839,Solukhumbu district and around Mt Everest
1154,Tangkhul,India,IND,Vulnerable,142000,25.0358,94.4824,"Manipur, Ukhrul Dt.;; Nagaland, Phek Dt. Also spoken in Burma"
1826,Q'aanjob'al,Guatemala,GTM,Vulnerable,139830,15.6019,-91.4441,"Soloma, San Juan Ixcoy, Santa Eulalia, Barilla"
1569,Badaga,India,IND,Definitely endangered,134514,11.3642,76.5266,"Tamil Nadu, Nilgiri and Konda Hills"
1140,Angami,India,IND,Vulnerable,132000,25.7553,94.1308,between Dimapur (Assam) and Kohima (Nagaland)
1056,Laz,"Georgia, Turkey","GEO, TUR",Definitely endangered,130000,41.2736,41.2646,"the towns of Pazar (Atina), Ardeşen, Çamlıhemşin and Fındıklı in Rize Province and Arhavi (Arkabi/Arxave), Hopa (Xopa), Borçka and Sarp (Sarpi) in Artvin Province in Turkey; Sarpi is partly in the Republic of Ajaria on the Georgian side; there are also Laz villages, founded by refugees of the 1877–78 war, in the western parts of Turkey mainly in Sakarya, Kocaeli and Bolu provinces"
1073,Tabasaran,Russian Federation,RUS,Vulnerable,128391,41.8081,47.9882,parts of the Republic of Daghestan
1553,Chambeali,India,IND,Definitely endangered,126589,32.9072,76.5307,Himachal Pradesh
1076,Abkhaz,"Georgia, Russian Federation, Turkey","GEO, RUS, TUR",Vulnerable,125000,43.133,40.8471,"Abkhazia; diaspora communities in Turkey, the Russian Federation, Georgia, the Middle East and Western Europe; includes the Ashkharawa dialect officially subsumed under Abaza in the Russian Federation"
1129,Phom,India,IND,Vulnerable,123000,26.7799,94.9493,"Nagaland, Tuensang Dt."
1588,Kolami,India,IND,Definitely endangered,121855,20.5093,78.1787,"Maharashtra (Yavatmal, Wardha, and Nanded), Andhra Pradesh and Madhya Pradesh"
784,Navajo,United States of America,USA,Vulnerable,120000,35.8044,-108.475,"the Navajo Nation is located in the region of northern Arizona, northwestern New Mexico, southwestern Colorado and southeastern Utah"
408,Sassarese,Italy,ITA,Definitely endangered,120000,40.6139,8.6132,northwestern Sardinia; an outlying dialect of Corsican
655,Tamahaq (Algeria),Algeria,DZA,Vulnerable,120000,22.8369,5.5371,South west Algeria especially in around the regional centres of Tamanrasset (Kel Ahaggar) and Djanet (Kel Ajjer).
1590,Konda,India,IND,Definitely endangered,118597,18.2763,82.9385,Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad)
916,Sierra Totonac,Mexico,MEX,Severely endangered,118367,20.2461,-97.6586,"Ahuacatlán, Amixtlán, Atlequizayán, Camocuautla, Caxhaucan, Coatepec, Hermenegildo Galeana, Huehuetla, Hueytlalpan, Ixtepec, Jopala, Olintla, San Felipe Tepatlán, Tepango de Rodríguez, Tuzamapan de Galeana, Zapotitlán de Méndez, Zongozotla (state of Puebla);  Coahuitlán, Coxquihui, Coyutla, Chumatlán, Mecatlán, Zozocolco de Hidalgo (state of Veracruz)"
1564,Jaunsari,India,IND,Definitely endangered,114733,30.4859,78.0908,Himachal Pradesh
1167,Dimasa,India,IND,Vulnerable,112000,24.7368,92.9003,Karbi Anglong and North Cachar Hills districts
1179,Ladakhi,"China, India","CHN, IND",Vulnerable,105000,34.0617,77.5909,"Jammu and Kashmir, Ladakh District"
1429,Salar,China,CHN,Vulnerable,104503,36.2752,102.4584,"Xunhua Salar Autonomous County and Hualong Hui Autonomous County of Qinghai Province, and Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District of Gansu Province; an old émigré community in the Ili Kazakh Autonomous Prefecture of Sinkiang (Xinjiang)"
1136,Simi,India,IND,Vulnerable,104000,25.9777,94.5922,"Nagaland, Zunheboto, Kohima, Mokokchung and Tuensang districts"
904,Phurhepecha,Mexico,MEX,Vulnerable,102988,19.3111,-102.041,
342,Crimean Tatar (Crimea),Ukraine,UKR,Severely endangered,100000,45.3212,34.3212,"originally spoken in the central parts of the Crimea, but most speakers were deported to Central Asia after the Second World War; many have now returned; includes Krimchak (Judeo-Crimean Tatar)"
451,Dagur (Nonni),China,CHN,Definitely endangered,100000,47.9163,124.1235,Morin Dawa Daur Autonomous Banner in Hulun Buir League and the Nenjiang and Qiqihar regions in Inner Mongolia
366,Francoprovençal,"France, Italy, Switzerland","FRA, ITA, CHE",Definitely endangered,100000,45.7828,6.9982,"Savoy (Savoie and Haute-Savoie), Ain (mainly in the region of Bresse), Rhône, Loire, the northern and central parts of Isère, and the southern parts of the departments of Jura and Doubs, France; formely also the northernmost parts of Ardèche and Drôme; the Aosta Valley and the Alpine valleys to the north and east of Val di Susa in Piedmont, Italy; mountain villages of Valais and Fribourg, perhaps also Vaud, Switzerland; formerly all of Suisse romande except the Canton of Jura; now most actively used in the village of Evolène in Valais; severely endangered in France and Switzerland, perhaps also in Italy"
356,Gallurese,Italy,ITA,Definitely endangered,100000,40.8802,9.4482,northeastern Sardinia; an outlying dialect of Corsican
1754,Mapuche (Argentina),Argentina,ARG,Severely endangered,100000,-40.0791,-71.0156,"Provinces of Neuquen, Rio Negro, Chubut, Buenos Aires, La Pampa"
1620,Mehri,"Oman, Yemen","OMN, YEM",Definitely endangered,100000,16.5993,52.8057,"The language is spoken by the Mahra tribes in the south-eastern province of Mahra in Yemen, and in the Dhofar in Oman. It is the most prestigious and the best known language within the Modern  South Arabian group, because of the history of the region and of its rich literature (tales, poetry) 
  On the coast, The Mehri area extends from the Omani border to the eastern bank of Wadi Masilah in Yemen: Salalah, Jadib, Damqawt, al-Ghaydha, Nishtawn, Saqr, Qishn, Itab, Sayhut) . In the North it is spoken as far as the border of the Rub‘ al-Khali (Thamud, Sanaw, Haberut and beyond). More precise Location for Dhofar is lacking
The Mahra inhabitants in the desert steppe of Yemen and in the mountains of Dhofar in Oman are semi-nomads livstock breeders. Some of them cultivate palm-trees. Those who are owners of four-wheel-drive cars trade with other countries of the Peninsula and provide supplies for numerous shops in the coastal towns and villages. On the coast the activities are sea-oriented: fishing, fish drying and freezing. Some people are employees in public services in the main coastal villages. Before 1990 many Mahra were traders or shopkeepers in Koweit,  presently many migrated and settled in Saudi Arabia. A Mehri speaking community is settled in Tanzania and comes back regularly to Mahra. "
1891,Miskito (Nicaragua),Nicaragua,NIC,Vulnerable,100000,12.4001,-83.7332,"Caribbean coast to Pearl Lagoon, communities of Kakabila and Raitipura"
1233,Ordos,China,CHN,Definitely endangered,100000,39.1641,108.1054,"the southernmost part of lnner Mongolia, south of the Yellow River and north of the Great Wall"
1944,Quechua of Northern Bolivia,Bolivia (Plurinational State of),BOL,Vulnerable,100000,-15.3649,-69.0518,"North of the department of La Paz, province of Apolo."
96,Suba,"Kenya, United Republic of Tanzania","KEN, TZA",Vulnerable,100000,-0.9942,34.519,Kenya and Tanzania
1861,Garífuna (Honduras),Honduras,HND,Vulnerable,98000,15.6754,-88.1476,"Masca, Cortés department; Plaplaya, Gracias a Dios"
292,Embera (Colombia),Colombia,COL,Vulnerable,95000,6.1624,-76.8383,"The Emberá occupy large parts of western, southern and northern Colombia (departments of Antioquia, Bolívar, Caldas, Caquetá, Cauca, Chocó, Córdoba, Nariño, Putumayo, Quindío, Risaralda, Valle del Cauca). Eastern Panamá (Pacific side and interior). Ecuador (Carchi province). The ethnic group tends to expand and occupy new territories."
1162,Kabui,India,IND,Vulnerable,95000,24.7218,93.6584,"Manipur, Senapati, Tamenglong and Imphal districts; Nagaland, around Dimapur; Assam."
760,Shughni,"Tajikistan, Afghanistan","TJK, AFG",Vulnerable,95000,37.4879,71.5374,"Shughnan district, Roshkala district and Khorog city, Gorno Badakhshan Autonomous Region of Tajikistan;
Shughnan district, Badakhshan Province of Afghanistan"
397,Permyak,Russian Federation,RUS,Definitely endangered,94328,59.204,54.5361,the former Permyak Komi Autonomous District and the adjacent parts of Kirov (Vyatka) and Perm’ provinces
1825,Poqomchi',Guatemala,GTM,Vulnerable,92941,15.3757,-90.4288,"Purulhá, Santa Cruz Verapaz, San Cristobal Verapaz, Tactic, Tamahú, Tucurú"
1135,Yimchungru,India,IND,Vulnerable,92000,25.9629,94.9713,"Nagaland, Tuensang Dt.  "
669,Nogay (Caucasus),Russian Federation,RUS,Definitely endangered,90020,43.8028,46.2744,"parts of the Karachay-Cherkes Republic, Nogay, Tarumovka, Kizlyar and Babayurt counties in the Republic of Daghestan, Shelkovskaya County in the Republic of Chechenia, and Neftekumsk, Mineral’nyye Vody and Kochubeyevskoye counties in Stavropol’ Region"
700,Heiban,Sudan,SDN,Vulnerable,90000,10.8575,30.2371,"Heiban, Abul (Obul), and nearby hills. In Heiban town on the Abri-Talodi road. Alternate names: Ebang, Abul."
1930,Quichua (Cañar and Azuay),Ecuador,ECU,Severely endangered,90000,-2.6577,-78.8378,"Southern Highlands, Provinces of Cañar and Azuay (387 communities)"
932,Mezquital Otomí,Mexico,MEX,Definitely endangered,88789,20.4831,-99.217,"Ajacuba, Ixmiquilpan, San Bartolo Tutotepec, Tepeji del Rio de Ocampo, Zempoala (state of Hidalgo)"
940,Eastern Mazahua,Mexico,MEX,Definitely endangered,88001,19.7129,-99.9515,"Donato Guerra, Ixtlahuaca, Jocotitlán, San Felipe del Progreso, Temascalcingo (municipalities in the state of Mexico)"
1599,Burushaski,Pakistan,PAK,Vulnerable,87000,35.909,74.2153,"Hunza-Nagar area and Yasin area in Gilgit District, Northern Areas of Pakistan"
928,Central Otomí,Mexico,MEX,Definitely endangered,84593,19.4661,-99.5944,"Municipalities of Acambay, Chapa de Mota, Huixquilucan, Temoaya in the state of Mexico"
1141,Chokri,India,IND,Vulnerable,84000,25.8691,94.7131,Phek Dt.
1133,Sangtam,India,IND,Vulnerable,84000,26.6032,94.9603,"Nagaland, Tuensang Dt."
1791,Ixil (Guatemala),Guatemala,GTM,Vulnerable,83574,15.4849,-91.0358,"Chajul, San Juan Cotzal, Nebaj"
1777,Achi',Guatemala,GTM,Vulnerable,82640,15.0845,-90.4888,"West of Rabinal, Baja Verapaz dept."
1686,Yem,Ethiopia,ETH,Vulnerable,81613,7.6347,37.3205,
1144,Mao,India,IND,Vulnerable,81000,25.5027,94.2681,"Manipur, Senapati Dt; Nagaland, Kohima Dt."
1347,Arbëresh,Italy,ITA,Definitely endangered,80000,40.9321,14.8645,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola dell’Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian"
1765,Lari,Iran (Islamic Republic of),IRN,Definitely endangered,80000,27.8585,54.8547,"Lar district, South Province, Iran"
641,Páez,Colombia,COL,Definitely endangered,80000,2.8237,-76.3117,"In the Tierradentro mountain region of the departments of Cauca and Huila. There are also settlements in Caquetá, Meta, Putumayo, Tolima and Valle."
2303,Quechua of Santiago del Estero,Argentina,ARG,Definitely endangered,80000,-26.7848,-63.6767,
1058,Svan,Georgia,GEO,Definitely endangered,80000,43.0207,42.3193,"area known as Svanetia, mainly within Mestiya and Lentekhi counties in Georgia"
2236,Tai Daeng,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Vulnerable,80000,19.8833,104.6166,
2163,Taznatit,Algeria,DZA,Severely endangered,80000,29.3413,0.3955,"Several oasis around Timimoune, Adrar, Tamentit"
2179,Razihi,Yemen,YEM,Definitely endangered,75000,16.8834,43.2655,Town of Al-Nadhir on Jabal Razih and surrounding area
1379,Wakhi,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",Definitely endangered,75000,37.1603,74.9047,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.  "
1568,Bishnupriya Manipuri Creole,"Bangladesh, India","BGD, IND",Vulnerable,72899,24.297,92.4499,"Assam (Cachar, Hailakandi, Karimganj), Manipur, Tripura"
1713,Acheron,Sudan,SDN,Severely endangered,70000,10.809,30.2453,"Northern Sudan, Kordofan Province, southern Nuba Hills. Acheron "
702,Maori,New Zealand,NZL,Vulnerable,70000,-38.4105,177.3632,Countrywide
2237,Tai Neua,Lao People's Democratic Republic,LAO,Vulnerable,70000,20.5166,104.3166,
1567,Bhadravahi,"India, Pakistan","IND, PAK",Definitely endangered,66918,33.5413,76.333,"Jammu and Kashmir, Bhadrawah region"
1562,Kinnauri,India,IND,Definitely endangered,65097,31.541,78.3764,"Himachal Pradesh, but also in Jammu and Kashmir, Uttaranchal and Haryana"
1330,Gallo-Sicilian,Italy,ITA,Definitely endangered,65000,38.0167,14.5994,"Nicosia, Sperlinga, Piazza Armerina, Valguarnera Caropepe and Aidone in the province of Enna, and San Fratello, Acquedolci, San Piero Patti, Montalbano Elicona, Novara di Sicilia and Fondachelli-Fantina in the province of Messina; an outlying dialect of Lombard not listed separately by the SIL; other dialects were formerly also spoken in southern Italy outside Siciy, especially in Lucania (Basilicata)"
1594,Kurux (Bangladesh),Bangladesh,BGD,Vulnerable,65000,25.8196,88.9672,
1831,Tz'utujil,Guatemala,GTM,Definitely endangered,63237,14.6394,-91.2301,"San Lucas Tolimán, San Pablo la Laguna, San Juan la Laguna, San Pedro la Laguna, Santiago Atitlan, Chicacao"
2350,Chamorro,Guam (U.S.A.),GUM,Vulnerable,62500,13.4323,144.7338,Guam and Northern Marianas
741,Ashaninka (Peru),Peru,PER,Vulnerable,62468,-10.6929,-74.3444,"Deptos.  de  Junín,  Ucayali, Loreto, Pasco y Cusco."
1131,Chang,India,IND,Vulnerable,62000,26.2934,94.9493,Tuensang Dt.
1897,Kuna (Panama),Panama,PAN,Vulnerable,61703,9.5983,-79.6334,"Paya and Picuro localities of southeastern Panama; San Blas Islands, eastern Atlantic coast"
